product_name,sales,price,reorder_quantity,stock_level,holding_cost,Production_cost,currency_fluctuation,stockout,timestamp
Instant Porridge,36,9.56,42,249,3.79,4.24,1.28,1,26/1/2023
Biscuits,57,12.78,61,471,2.06,2.46,1.38,0,26/1/2023
Water,51,13.87,58,193,1.67,6.41,1.83,1,25/1/2023
Sauces and Soups,47,4.41,52,354,0.83,2.31,-1.93,0,25/1/2023
Instant Porridge,54,6.25,63,445,2.24,3.71,-1.71,1,25/1/2023
Biscuits,56,8.74,63,257,3.29,5.71,1.21,1,25/1/2023
Water,57,9.55,65,308,3.09,9.19,0.58,0,24/1/2023
Sauces and Soups,46,8.37,49,418,2.1,7.43,-1.85,1,24/1/2023
Instant Porridge,39,5.73,43,290,4.3,4.11,0.66,1,24/1/2023
Biscuits,39,12.44,46,279,0.68,4.96,-0.61,0,24/1/2023
Water,56,17.64,62,447,1.1,6.21,1.46,0,23/1/2023
Sauces and Soups,29,10.41,35,496,0.67,1.92,-0.26,1,23/1/2023
Instant Porridge,44,17.74,44,490,1.77,9.58,0.37,0,23/1/2023
Biscuits,54,13.15,61,216,4.45,8.05,0.65,1,23/1/2023
Water,43,18.74,49,196,3.82,2.99,1.36,0,22/1/2023
Sauces and Soups,43,7.59,45,297,3.45,3.06,1.21,0,22/1/2023
Instant Porridge,60,17.3,60,117,1.7,2.66,0.25,0,22/1/2023
Biscuits,54,17.7,58,72,1.64,9.27,1.47,0,22/1/2023
Water,62,13.08,64,2,3.21,9.6,-1.45,1,21/1/2023
Sauces and Soups,57,16.31,59,446,2.53,9.41,-1.67,0,21/1/2023
Instant Porridge,52,6.65,55,258,0.69,3.97,1.29,1,21/1/2023
Biscuits,51,5.23,51,324,3.06,2.83,0.62,1,21/1/2023
Water,58,15.17,64,419,4.87,3.88,0.75,1,20/1/2023
Sauces and Soups,49,8.8,58,257,1,9.13,-0.53,0,20/1/2023
Instant Porridge,52,15.31,57,168,3.59,8.03,0.55,1,20/1/2023
Biscuits,65,6.44,73,107,0.96,6.67,0.4,1,20/1/2023
Water,54,13.64,63,167,3.28,8.49,-1.17,0,19/1/2023
Sauces and Soups,60,13.04,60,133,4.29,9.89,-0.03,1,19/1/2023
Instant Porridge,65,3.63,66,24,2.33,6.75,-0.11,0,19/1/2023
Biscuits,47,18.76,56,314,3.37,2.84,-1.18,1,19/1/2023
Water,50,8.22,58,205,3.71,8.92,-1.72,1,18/1/2023
Sauces and Soups,42,15.14,49,449,2.29,6.62,-1.18,1,18/1/2023
Instant Porridge,57,11.69,60,277,4.13,9.83,-0.81,1,18/1/2023
Biscuits,49,13.46,53,228,4.33,5.22,-0.46,0,18/1/2023
Water,43,5.08,47,219,1.6,1.73,-0.1,0,17/1/2023
Sauces and Soups,56,8.27,61,28,4.76,9.53,0.05,1,17/1/2023
Instant Porridge,50,10.56,55,91,1.05,2.73,-0.8,1,17/1/2023
Biscuits,54,11.81,56,477,2.28,8.24,1.15,0,17/1/2023
Water,58,5.34,64,314,2.2,1.03,-0.81,0,16/1/2023
Sauces and Soups,54,17.6,63,205,2.83,7.29,-1.22,1,16/1/2023
Instant Porridge,53,18.5,59,41,3.44,2.17,-1.1,1,16/1/2023
Biscuits,32,14.36,32,27,2.37,1.93,0.15,0,16/1/2023
Water,56,17.05,65,445,2.91,8.47,-1.54,0,15/1/2023
Sauces and Soups,34,3.81,37,403,3.13,5.84,0.66,1,15/1/2023
Instant Porridge,47,6.52,56,73,2.25,3.61,1.99,0,15/1/2023
Biscuits,57,11.04,66,171,3.83,7.61,0.68,0,15/1/2023
Water,55,9.61,62,409,2.45,8.9,-0.8,0,14/1/2023
Sauces and Soups,51,13.4,52,472,2.98,4.68,1.67,1,14/1/2023
Instant Porridge,50,7.64,59,214,1.88,5.25,1.93,0,14/1/2023
Biscuits,57,17.45,60,129,2.08,5.47,1.6,0,14/1/2023
Water,51,1.81,53,447,1.82,3.87,-0.31,0,13/1/2023
Sauces and Soups,44,18.79,46,338,4.76,6.7,-0.38,1,13/1/2023
Instant Porridge,57,14.82,62,337,1.77,7.99,1.42,0,13/1/2023
Biscuits,58,3.83,62,164,1.43,3.05,-0.55,0,13/1/2023
Water,52,1.13,61,471,2.89,9.67,1.45,1,12/1/2023
Sauces and Soups,48,6.78,53,282,1.69,6.08,-0.13,1,12/1/2023
Instant Porridge,45,15.38,53,157,4.08,2.81,-0.61,1,12/1/2023
Biscuits,60,2.62,68,441,4.58,5.79,0.85,0,12/1/2023
Water,57,1.7,57,352,4.14,2.11,0.46,1,11/1/2023
Sauces and Soups,55,8.53,59,96,3.89,5.16,0.7,0,11/1/2023
Instant Porridge,46,4.67,47,317,1.4,1.9,1.56,1,11/1/2023
Biscuits,49,4.7,52,159,3.14,3.28,-0.32,0,11/1/2023
Water,49,15.96,58,64,1.34,6.9,0.37,0,10/1/2023
Sauces and Soups,42,19.25,50,112,1.31,7.71,-1.32,1,10/1/2023
Instant Porridge,51,13.68,53,12,3.41,2.21,-0.29,1,10/1/2023
Biscuits,51,9.38,60,263,3.89,8.27,-1.06,1,10/1/2023
Water,39,1.2,40,301,1.97,7.26,0.56,0,9/1/2023
Sauces and Soups,54,16.33,60,389,3.93,4.36,-0.33,1,9/1/2023
Instant Porridge,60,1.33,64,262,2.87,6.93,-0.78,1,9/1/2023
Biscuits,51,18.29,57,282,0.69,3.85,-1.52,1,9/1/2023
Water,43,17.78,46,138,4.82,6.33,-0.59,0,8/1/2023
Sauces and Soups,52,1.91,54,467,4.87,8.06,1.93,1,8/1/2023
Instant Porridge,55,12.54,56,100,4.11,4.81,-1.79,0,8/1/2023
Biscuits,52,6.95,59,151,2.26,8.07,-1.14,0,8/1/2023
Water,49,5.31,52,389,1.77,8.89,0.63,1,7/1/2023
Sauces and Soups,50,19.37,53,459,4.07,1.65,0.48,0,7/1/2023
Instant Porridge,45,16.82,45,403,3.79,3.48,0.89,1,7/1/2023
Biscuits,49,8.26,56,213,4.84,7.83,-1,1,7/1/2023
Water,71,18.21,80,127,2.78,4.02,0.69,0,6/1/2023
Sauces and Soups,52,4.34,52,358,1.48,5.13,-0.46,1,6/1/2023
Instant Porridge,47,19.53,56,211,4.51,5.93,-0.68,1,6/1/2023
Biscuits,50,5.71,55,468,3.26,6.53,-1.87,0,6/1/2023
Water,37,8.18,38,398,1.2,8.76,0.68,0,5/1/2023
Sauces and Soups,60,11.15,65,181,2.67,5.44,-1.95,0,5/1/2023
Instant Porridge,44,13.91,50,463,2.35,9.85,-1.99,0,5/1/2023
Biscuits,59,11.45,66,127,1.15,8.04,-1.02,1,5/1/2023
Water,48,8.61,50,207,2.59,5.14,1.01,0,4/1/2023
Sauces and Soups,47,15.83,55,63,3.66,4.27,-1.35,1,4/1/2023
Instant Porridge,48,6.89,49,77,3.01,2.28,1.41,0,4/1/2023
Biscuits,37,4.25,44,455,4.43,9.45,-1.52,0,4/1/2023
Water,48,15.38,54,22,2.94,6.83,-1.22,0,3/1/2023
Sauces and Soups,61,3.28,67,197,3.46,9.82,-0.75,0,3/1/2023
Instant Porridge,56,11.29,61,440,1.08,9.9,-1.95,0,3/1/2023
Biscuits,42,3.37,43,211,1.89,3.03,-0.04,1,3/1/2023
Water,53,14.32,61,305,3.63,5.29,-0.67,1,2/1/2023
Sauces and Soups,67,6.65,73,149,0.99,9.6,-1.49,0,2/1/2023
Instant Porridge,51,16.49,51,67,1.01,3.12,-1.15,1,2/1/2023
Biscuits,61,18.2,70,253,1.46,1.29,-0.14,0,2/1/2023
Water,44,13.3,48,177,1.19,6.86,1.7,0,1/1/2023
Sauces and Soups,37,19.39,42,63,0.7,2.43,-1.88,0,1/1/2023
Instant Porridge,41,17.65,44,32,1.5,8.31,-0.64,1,1/1/2023
Biscuits,29,13.89,36,371,0.84,9.4,1.58,1,1/1/2023
Water,48,15.15,55,246,1.27,7.4,-0.69,0,31/12/2022
Sauces and Soups,60,2.97,67,215,1.26,3.82,0.65,0,31/12/2022
Instant Porridge,54,10.87,54,306,0.72,5.7,-0.96,0,31/12/2022
Biscuits,52,6.39,53,132,4.96,1.43,0.91,0,31/12/2022
Water,40,14.81,48,323,3.56,1.48,-1.99,0,30/12/2022
Sauces and Soups,46,19.3,48,372,1.91,3.5,-0.85,1,30/12/2022
Instant Porridge,49,10.48,49,451,3.68,5.28,-0.51,1,30/12/2022
Biscuits,42,15.87,51,311,0.9,1.24,-1.84,1,30/12/2022
Water,50,10.1,59,387,2.79,3.99,1.57,0,29/12/2022
Sauces and Soups,47,14.63,53,450,3.19,9.37,-1.88,1,29/12/2022
Instant Porridge,38,9.17,38,224,2.98,3.49,-1.37,1,29/12/2022
Biscuits,55,10.92,60,483,0.52,2.34,1.65,1,29/12/2022
Water,55,17.58,58,90,3.62,3.04,-1.23,1,28/12/2022
Sauces and Soups,47,16.62,50,46,3.54,8.16,1.46,0,28/12/2022
Instant Porridge,39,14.7,41,230,3.6,9.29,1.86,0,28/12/2022
Biscuits,39,5.27,47,462,3.91,2.16,0.05,1,28/12/2022
Water,45,10.83,47,235,2.63,9.68,0.86,0,27/12/2022
Sauces and Soups,52,19.53,61,243,3.44,8.22,0.99,1,27/12/2022
Instant Porridge,46,4.49,50,258,4.4,9.32,0.21,0,27/12/2022
Biscuits,52,13.24,54,381,4.76,8.85,-0.45,1,27/12/2022
Water,57,8.17,62,126,2.9,9.85,-0.98,0,26/12/2022
Sauces and Soups,50,11.22,51,47,2.08,8.64,0.6,0,26/12/2022
Instant Porridge,55,12.75,59,262,1.86,3.59,-0.34,1,26/12/2022
Biscuits,70,8.1,76,45,4.12,7.12,1.24,1,26/12/2022
Water,45,11.13,47,325,0.91,6.57,-0.8,0,25/12/2022
Sauces and Soups,42,4.26,48,267,2.02,3.29,-1.56,1,25/12/2022
Instant Porridge,51,14.24,55,237,2.61,1.96,-0.77,1,25/12/2022
Biscuits,54,9.19,55,323,4.91,7.72,-0.33,0,25/12/2022
Water,59,9.17,65,359,1.88,2.84,0.37,1,24/12/2022
Sauces and Soups,64,9.28,72,271,3.37,5.06,-0.07,1,24/12/2022
Instant Porridge,53,16.43,61,369,4.55,4.2,1.3,1,24/12/2022
Biscuits,54,7.24,57,28,3.22,9.61,1.96,0,24/12/2022
Water,39,7.83,45,360,4.7,1.48,-1.25,0,23/12/2022
Sauces and Soups,60,7.09,69,469,1.82,8.5,-0.34,1,23/12/2022
Instant Porridge,46,9.12,54,85,4.54,6.61,1.55,0,23/12/2022
Biscuits,56,16.83,58,104,1.59,3.88,-0.25,0,23/12/2022
Water,46,6.31,50,473,2.46,9.24,-0.84,0,22/12/2022
Sauces and Soups,62,13.83,65,252,4.44,8.02,1.4,1,22/12/2022
Instant Porridge,46,15.62,47,58,1.86,7.97,-0.88,1,22/12/2022
Biscuits,44,19.83,53,0,4.16,6.41,-1.65,1,22/12/2022
Water,45,5.77,53,204,3.92,3.27,1.83,0,21/12/2022
Sauces and Soups,43,15.94,43,284,1.94,3.49,1.42,0,21/12/2022
Instant Porridge,52,3.31,58,146,3.25,5.34,1.63,0,21/12/2022
Biscuits,50,17.09,53,351,1.21,2.39,1.17,1,21/12/2022
Water,47,18.4,50,365,3.59,2.07,-0.64,0,20/12/2022
Sauces and Soups,37,15.79,45,155,2.42,6.17,0.78,0,20/12/2022
Instant Porridge,53,12.07,61,71,1.6,1.38,-0.73,0,20/12/2022
Biscuits,42,16.23,51,383,4.6,2.62,0.75,1,20/12/2022
Water,52,13.24,52,315,4.88,8.02,-0.46,0,19/12/2022
Sauces and Soups,42,12.4,43,16,3.04,8.73,0.62,0,19/12/2022
Instant Porridge,44,18.99,50,144,2.65,1.64,-0.03,1,19/12/2022
Biscuits,38,10.67,39,275,3.99,8.21,0.63,1,19/12/2022
Water,44,1.18,53,297,4.08,2.84,-1.22,0,18/12/2022
Sauces and Soups,49,13.29,56,125,4.86,2.51,-1.65,0,18/12/2022
Instant Porridge,57,7.33,65,151,1.52,6.97,1.5,1,18/12/2022
Biscuits,51,11.2,59,45,2.42,6.58,-1.1,1,18/12/2022
Water,69,19.46,77,445,4.84,3.06,1.31,1,17/12/2022
Sauces and Soups,43,13.64,52,35,1.2,4.71,-1.96,1,17/12/2022
Instant Porridge,58,2.5,60,54,3.84,7.36,-0.28,0,17/12/2022
Biscuits,44,14.08,50,27,4.97,5.59,-1.78,1,17/12/2022
Water,43,10.35,49,83,1.27,1.29,1.24,0,16/12/2022
Sauces and Soups,54,13.79,56,45,4.57,7.21,1.87,0,16/12/2022
Instant Porridge,56,2.83,57,334,4.99,3.17,0.06,0,16/12/2022
Biscuits,51,1.18,53,280,0.57,4.11,-0.58,1,16/12/2022
Water,54,17.17,58,87,1.12,9.86,-1.47,0,15/12/2022
Sauces and Soups,57,4.01,62,223,1.75,7.28,-0.7,1,15/12/2022
Instant Porridge,50,5.18,51,102,4.22,4.55,0.55,0,15/12/2022
Biscuits,51,8.58,51,318,4.17,9.21,0.1,0,15/12/2022
Water,41,19.04,42,339,0.91,6.76,1.85,1,14/12/2022
Sauces and Soups,42,2.53,51,313,3.96,7.95,-0.18,1,14/12/2022
Instant Porridge,46,7.27,54,172,3.2,7.51,0.49,0,14/12/2022
Biscuits,56,19.69,60,33,2.48,7.24,0.85,0,14/12/2022
Water,48,10.94,55,483,1.06,3.01,0.99,0,13/12/2022
Sauces and Soups,41,12.07,49,431,4.35,3.97,1.77,1,13/12/2022
Instant Porridge,56,10.65,62,414,0.67,9.6,-0.61,0,13/12/2022
Biscuits,59,2.02,63,273,3.97,5.39,-1.78,0,13/12/2022
Water,37,12.35,43,167,3.7,5.49,-0.67,1,12/12/2022
Sauces and Soups,55,18.86,59,298,2.96,9.88,-1.3,0,12/12/2022
Instant Porridge,55,3.51,59,479,3.11,9.77,-0.57,1,12/12/2022
Biscuits,51,5.06,57,438,3.55,1.27,0.95,0,12/12/2022
Water,53,3.65,62,111,2.67,9.34,-0.63,1,11/12/2022
Sauces and Soups,43,7.55,52,52,0.88,8.13,-1.48,1,11/12/2022
Instant Porridge,45,8.81,47,272,4.56,9.33,-1.54,1,11/12/2022
Biscuits,42,13.14,51,225,4.58,2.8,-0.66,0,11/12/2022
Water,39,12.64,39,56,3.86,5.96,1.04,1,10/12/2022
Sauces and Soups,63,7.41,69,280,0.84,7.67,0.52,0,10/12/2022
Instant Porridge,54,9.52,60,408,2.68,6.85,-0.54,0,10/12/2022
Biscuits,58,5.59,66,16,2.22,1.98,1.3,1,10/12/2022
Water,47,4.29,51,331,2.05,7.91,-1.68,0,9/12/2022
Sauces and Soups,53,15.56,59,268,3.1,4.97,-1.68,0,9/12/2022
Instant Porridge,49,4.87,57,444,4.98,1.72,-1.14,1,9/12/2022
Biscuits,66,3.88,66,221,1.8,7.67,-1.99,0,9/12/2022
Water,33,1.42,37,83,4.12,1.61,-1.97,0,8/12/2022
Sauces and Soups,60,7.39,61,432,1.09,3.34,0.41,1,8/12/2022
Instant Porridge,54,3.54,56,63,0.5,2.03,-0.3,1,8/12/2022
Biscuits,64,2.81,66,481,3.7,5.7,-1.91,1,8/12/2022
Water,43,6.88,47,114,4.49,7.15,-1.5,1,7/12/2022
Sauces and Soups,51,14.12,57,307,1.25,4.43,-1.04,0,7/12/2022
Instant Porridge,59,5.23,65,411,4.65,1.91,-1.45,0,7/12/2022
Biscuits,56,17.32,64,179,1.22,4.51,0.15,0,7/12/2022
Water,47,11.87,55,208,1.15,2.5,0.3,0,6/12/2022
Sauces and Soups,59,7.97,65,212,0.97,8.07,-1.14,1,6/12/2022
Instant Porridge,46,14.22,46,417,1.53,2.11,1.53,0,6/12/2022
Biscuits,48,8.03,48,102,1.71,9.01,1.41,1,6/12/2022
Water,57,17.13,59,301,2.82,8.38,1.59,1,5/12/2022
Sauces and Soups,51,17.11,60,475,2.94,8.94,-1.43,1,5/12/2022
Instant Porridge,47,2.85,52,331,3.04,7.77,-1.3,0,5/12/2022
Biscuits,47,16.02,56,204,0.56,4.75,-1.44,1,5/12/2022
Water,42,17.56,50,459,1.86,9.4,-1.9,1,4/12/2022
Sauces and Soups,38,1.43,41,26,4.4,1.69,1.63,0,4/12/2022
Instant Porridge,48,18.95,55,278,0.99,9.65,-1.79,1,4/12/2022
Biscuits,53,10.48,62,110,1.7,1.42,-0.8,0,4/12/2022
Water,43,11.61,47,134,2.68,5.76,-0.75,1,3/12/2022
Sauces and Soups,59,12.57,59,166,1.62,2.62,-1.27,1,3/12/2022
Instant Porridge,51,16.58,53,483,1.47,4.32,-0.27,1,3/12/2022
Biscuits,41,12.48,49,98,0.87,4.23,1.17,0,3/12/2022
Water,56,7.88,60,243,2.69,3.85,1.8,0,2/12/2022
Sauces and Soups,52,2.18,55,264,4.18,6.62,1.88,1,2/12/2022
Instant Porridge,47,3.8,55,120,4.42,3.96,1.84,0,2/12/2022
Biscuits,50,7.61,50,488,2.46,9.36,-1.3,0,2/12/2022
Water,42,3.02,51,52,4.12,4.75,-1.43,0,1/12/2022
Sauces and Soups,45,19.56,51,399,1.75,2.09,-1.02,0,1/12/2022
Instant Porridge,65,16.34,69,47,0.95,4.78,-0.59,1,1/12/2022
Biscuits,59,17.39,61,13,2.2,7.89,-0.22,1,1/12/2022
Water,58,10.2,58,483,1.73,7.05,-0.64,0,30/11/2022
Sauces and Soups,55,4.06,64,135,1.02,7.64,0.05,0,30/11/2022
Instant Porridge,55,2.13,57,254,2.39,7.22,1.8,0,30/11/2022
Biscuits,54,12.7,59,104,4.96,8.45,-1.92,1,30/11/2022
Water,51,13.99,58,441,1.17,1.85,-0.28,1,29/11/2022
Sauces and Soups,43,2.63,43,195,4.26,4.46,-1.01,1,29/11/2022
Instant Porridge,51,8.9,59,494,4.68,9.52,-1.58,0,29/11/2022
Biscuits,43,2.97,45,290,2.49,6.05,0.32,0,29/11/2022
Water,56,10.02,60,84,2.58,9.34,-0.43,1,28/11/2022
Sauces and Soups,45,13.36,53,274,3.6,2.28,0.71,1,28/11/2022
Instant Porridge,59,10.4,63,475,2.08,2.58,-1.18,1,28/11/2022
Biscuits,54,9.56,57,265,4.88,2.06,-1.67,1,28/11/2022
Water,45,10.63,47,25,3.37,4.92,0.49,1,27/11/2022
Sauces and Soups,60,7.71,60,200,2.05,2.64,-0.72,0,27/11/2022
Instant Porridge,54,2.45,54,362,0.99,8.31,1.33,0,27/11/2022
Biscuits,54,18.41,58,196,1.43,8.32,-1.76,1,27/11/2022
Water,64,12.78,72,244,2.01,7.78,-0.07,1,26/11/2022
Sauces and Soups,48,4.52,56,246,1.25,5.69,0.76,1,26/11/2022
Instant Porridge,47,19.54,51,8,2.75,8.26,-1.36,0,26/11/2022
Biscuits,51,14.44,60,437,3.64,2.62,-1.55,1,26/11/2022
Water,40,16.62,47,150,1.94,5.95,-0.85,0,25/11/2022
Sauces and Soups,62,12.49,63,261,1.41,5.04,-1.32,0,25/11/2022
Instant Porridge,58,9.02,58,468,4.66,9.34,1,1,25/11/2022
Biscuits,38,8.37,40,323,4.13,9.16,1.58,1,25/11/2022
Water,49,1.34,52,116,3.52,5.3,-0.36,1,24/11/2022
Sauces and Soups,48,4.67,53,105,3.4,3.05,0.81,1,24/11/2022
Instant Porridge,61,12,63,280,1.54,3.66,-0.2,0,24/11/2022
Biscuits,51,4.75,51,370,3.88,5.45,0.93,1,24/11/2022
Water,53,7.89,57,373,0.71,1.34,0.09,0,23/11/2022
Sauces and Soups,44,5.24,49,76,2.74,1.6,1.77,0,23/11/2022
Instant Porridge,39,15.48,44,27,2.14,3.47,-0.89,0,23/11/2022
Biscuits,38,18.75,43,423,4.46,4.61,-0.59,0,23/11/2022
Water,49,7.47,54,108,3.35,9.78,-0.05,0,22/11/2022
Sauces and Soups,54,10.73,63,440,3.84,2.39,-1.66,0,22/11/2022
Instant Porridge,62,13.09,70,437,1.34,7.72,1.44,0,22/11/2022
Biscuits,45,13.35,54,307,2.55,2.9,-1.11,1,22/11/2022
Water,52,18.29,56,375,0.73,8.99,0.88,0,21/11/2022
Sauces and Soups,45,17.81,51,171,3.14,4.74,0.77,0,21/11/2022
Instant Porridge,51,6.82,51,1,4.46,3.39,0.9,0,21/11/2022
Biscuits,46,8.67,54,169,2.71,9.67,0.23,0,21/11/2022
Water,45,2.16,50,189,3.22,1.65,-1.8,1,20/11/2022
Sauces and Soups,52,19.61,53,102,2.18,3.11,0.42,0,20/11/2022
Instant Porridge,49,12.76,56,478,2.54,4.6,-1.64,1,20/11/2022
Biscuits,42,4.13,51,498,1.19,3.43,-1.14,1,20/11/2022
Water,49,11.07,57,220,3.39,7.01,-1.87,0,19/11/2022
Sauces and Soups,49,13.13,50,18,4.41,4.07,-0.66,1,19/11/2022
Instant Porridge,54,5.77,60,136,3.57,8.31,-0.26,0,19/11/2022
Biscuits,53,18.3,60,472,1.38,8.54,-0.19,0,19/11/2022
Water,59,9.86,60,179,3.47,1.27,-1.27,1,18/11/2022
Sauces and Soups,47,13.99,48,308,2.8,8.73,0.72,0,18/11/2022
Instant Porridge,53,9.36,54,442,2.52,7.97,0.61,1,18/11/2022
Biscuits,58,6.08,64,432,4.11,1.25,-0.86,0,18/11/2022
Water,41,12.99,42,351,2.36,1.08,-0.01,1,17/11/2022
Sauces and Soups,45,18.47,53,453,4.64,3.39,-0.77,0,17/11/2022
Instant Porridge,35,4.47,37,253,0.53,1.95,-0.72,0,17/11/2022
Biscuits,49,1.83,53,206,4.66,9.81,1.62,0,17/11/2022
Water,54,10.91,63,137,1.43,2.7,1.96,1,16/11/2022
Sauces and Soups,41,10.49,48,81,1.15,9.29,1.22,0,16/11/2022
Instant Porridge,47,3.77,48,200,3.14,6.18,-0.05,1,16/11/2022
Biscuits,48,11.1,48,7,2.3,4.14,0.34,1,16/11/2022
Water,70,11.41,71,80,1.69,3.51,-1.99,0,15/11/2022
Sauces and Soups,59,12.11,59,171,4.09,8.54,0.21,1,15/11/2022
Instant Porridge,62,14.44,71,207,0.61,4.48,0.51,0,15/11/2022
Biscuits,41,3.01,46,184,1.17,5.65,-1.53,1,15/11/2022
Water,49,11.86,52,319,3.39,5.8,0.42,1,14/11/2022
Sauces and Soups,54,15.71,57,417,4.3,1.65,-0.22,1,14/11/2022
Instant Porridge,39,18.22,47,7,2.08,7.64,1.3,1,14/11/2022
Biscuits,55,17.13,58,80,3.94,7.09,0.16,1,14/11/2022
Water,52,4.3,56,306,2.36,3.73,-0.37,0,13/11/2022
Sauces and Soups,58,1.23,60,187,1.12,4.93,-1,0,13/11/2022
Instant Porridge,50,1.88,55,289,4.7,5.03,-1.06,0,13/11/2022
Biscuits,46,4.58,47,46,2.32,4.32,0.68,1,13/11/2022
Water,46,11.03,48,353,0.59,1.92,-0.29,0,12/11/2022
Sauces and Soups,44,11.5,50,221,2.97,4.11,-0.92,1,12/11/2022
Instant Porridge,51,5.36,60,341,3.8,6,1.99,0,12/11/2022
Biscuits,51,11.84,51,443,4.61,7.72,1.42,0,12/11/2022
Water,48,10.84,50,30,4.25,3.66,-1.1,1,11/11/2022
Sauces and Soups,49,6.06,50,323,2.42,3.29,0.13,0,11/11/2022
Instant Porridge,45,16.37,45,133,2.6,1.58,-0.99,1,11/11/2022
Biscuits,44,11.08,49,287,1.26,4.88,0.76,0,11/11/2022
Water,47,12.91,48,60,2.68,7.09,0.64,1,10/11/2022
Sauces and Soups,51,16.69,53,42,2.61,6.98,1.01,1,10/11/2022
Instant Porridge,51,15.46,58,332,4.28,1.24,-1.67,1,10/11/2022
Biscuits,48,4.86,48,170,0.62,5.56,-1.17,1,10/11/2022
Water,55,7.96,62,402,3.95,3.44,1.61,1,9/11/2022
Sauces and Soups,48,7.86,51,324,3.08,7.09,-1.75,1,9/11/2022
Instant Porridge,49,18.68,54,219,1.91,9.23,1.25,0,9/11/2022
Biscuits,47,13.97,48,279,2.53,5.85,0.61,1,9/11/2022
Water,46,2.65,51,395,4.53,8.34,0.22,1,8/11/2022
Sauces and Soups,59,6.94,64,45,4.06,8.27,1.79,1,8/11/2022
Instant Porridge,52,18.86,56,346,2.51,6.77,-0.38,1,8/11/2022
Biscuits,44,19.59,49,181,3.28,2.41,-1.31,0,8/11/2022
Water,51,17.51,57,489,3.22,1.28,0.76,0,7/11/2022
Sauces and Soups,46,18.62,49,12,3.74,5.97,0.95,1,7/11/2022
Instant Porridge,53,14.8,54,96,3.03,3.81,1.42,0,7/11/2022
Biscuits,41,1.47,47,272,2.73,8.34,-0.69,0,7/11/2022
Water,50,16.69,57,280,0.69,7.43,1.46,1,6/11/2022
Sauces and Soups,60,9.29,60,396,3.28,6.98,-1.47,1,6/11/2022
Instant Porridge,48,5.16,49,326,1.04,8.93,1.69,1,6/11/2022
Biscuits,50,1.56,58,251,2.33,7.08,-0.19,1,6/11/2022
Water,55,1.65,58,106,3.82,5.35,1.18,0,5/11/2022
Sauces and Soups,52,3.08,53,463,3.52,8.93,1.45,1,5/11/2022
Instant Porridge,36,14.88,39,29,4.69,8.34,-1.99,0,5/11/2022
Biscuits,47,3.39,50,99,1.08,8.85,0.08,0,5/11/2022
Water,56,1.33,57,348,1.27,3.24,1.39,0,4/11/2022
Sauces and Soups,34,19.17,42,436,0.96,2.09,1.16,1,4/11/2022
Instant Porridge,45,1.02,47,402,0.54,4.78,-0.13,1,4/11/2022
Biscuits,37,2.83,45,459,4.02,7.23,0.39,0,4/11/2022
Water,41,7.48,41,135,3.82,2.71,-1.76,1,3/11/2022
Sauces and Soups,76,15.25,78,301,1.37,4.87,1.64,1,3/11/2022
Instant Porridge,54,8.6,63,483,1.41,2.65,0.83,1,3/11/2022
Biscuits,42,11.04,44,185,0.87,6.04,-1.45,0,3/11/2022
Water,38,17.16,42,154,2.69,3.23,-1.78,0,2/11/2022
Sauces and Soups,41,17.6,41,302,1.29,5.73,-0.86,1,2/11/2022
Instant Porridge,39,19.02,39,27,2.75,1.47,-1.1,1,2/11/2022
Biscuits,54,2.93,57,24,4.47,2.38,-0.47,0,2/11/2022
Water,44,5.16,47,488,3.5,4.3,-1.21,1,1/11/2022
Sauces and Soups,49,17.07,54,229,4.23,2.88,-0.45,1,1/11/2022
Instant Porridge,65,13.77,67,407,3.85,6.94,-0.73,0,1/11/2022
Biscuits,49,14.86,56,487,2.68,2.76,-0.38,1,1/11/2022
Water,47,8.66,55,374,4.81,5.89,1.72,1,31/10/2022
Sauces and Soups,59,8.08,62,10,4.7,3.14,0.49,1,31/10/2022
Instant Porridge,49,10.06,55,363,1.62,9.45,0.36,1,31/10/2022
Biscuits,64,3.49,72,389,1.4,7.77,-0.95,1,31/10/2022
Water,46,11.13,48,361,3.66,8.83,0.8,0,30/10/2022
Sauces and Soups,57,4.96,66,365,2.4,1.53,0.53,0,30/10/2022
Instant Porridge,49,3.79,54,320,3.04,6.2,0.03,1,30/10/2022
Biscuits,56,7.35,62,1,3.61,8.76,-1.45,0,30/10/2022
Water,59,7.25,63,456,4.11,3.88,0.73,0,29/10/2022
Sauces and Soups,49,10.33,51,0,2.42,7.71,0.66,1,29/10/2022
Instant Porridge,46,3.99,49,329,2.55,1.17,-1.51,0,29/10/2022
Biscuits,51,2.72,52,445,1.39,5.55,0.05,0,29/10/2022
Water,65,10.7,65,472,3.71,8.61,-0.8,1,28/10/2022
Sauces and Soups,42,5.31,44,333,1.87,5.92,0.19,1,28/10/2022
Instant Porridge,57,8.61,65,76,2.39,3.39,-1.87,1,28/10/2022
Biscuits,61,14.99,63,147,4.01,8.79,0.07,0,28/10/2022
Water,39,7.17,46,105,4.8,8.74,0.45,0,27/10/2022
Sauces and Soups,57,4.89,57,153,0.85,1.18,-0.06,1,27/10/2022
Instant Porridge,49,17.64,55,478,1.02,9.97,1.56,1,27/10/2022
Biscuits,45,14.54,53,86,4.1,4.49,-1.25,1,27/10/2022
